filename,speaker_id
383_speech_true_Fernseher_an,229
385_speech_true_Licht_an,132
386_speech_true_Lüftung_aus,229
388_speech_true_Ofen_an,132
389_speech_true_Alarm_aus,229
390_speech_true_Radio_an,229
391_speech_true_Staubsauger_aus,229
394_speech_false_Licht_an,256
395_speech_true_Fernseher_an,256
396_speech_true_Heizung_aus,132
397_speech_false_Lüftung_aus,256
401_speech_true_Staubsauger_an,205
403_speech_false_Fernseher_aus,132
404_speech_true_Lüftung_aus,205
405_speech_false_Lüftung_an,132
411_speech_true_Licht_an_Staubsauger_an,233
413_speech_false_Fernseher_aus,152
419_speech_false_Radio_an_Heizung_aus,152
420_speech_true_Staubsauger_aus_Licht_an,152
421_speech_true_Fernseher_aus_Ofen_an,152
422_speech_false_Licht_aus_Heizung_an,152
425_speech_false_Staubsauger_aus_Ofen_an,93
427_speech_true_Alarm_aus,132
428_speech_true_Fernseher_an,132
429_speech_true_Heizung_an,132
430_speech_true_Lüftung_an,3
431_speech_false_Staubsauger_aus,132
433_speech_false_Fernseher_an,28
434_speech_true_Heizung_an,28
435_speech_false_Licht_aus,28
438_speech_false_Ofen_aus,28
441_speech_true_Staubsauger_an,28
445_speech_true_Ofen_aus,236
447_speech_true_Alarm_an_Licht_aus,236
454_speech_true_Staubsauger_aus,132
460_speech_false_Lüftung_an_Alarm_aus,150
461_speech_true_Heizung_an_Staubsauger_aus,150
466_speech_false_Licht_aus_Ofen_an,257
467_speech_false_Heizung_aus_Licht_an,257
472_speech_false_Lüftung_aus,132
473_speech_false_Fernseher_an,132
475_speech_false_Lüftung_aus_Heizung_an,220
476_speech_true_Fernseher_aus_Licht_aus,220
478_speech_true_Radio_an,132
479_speech_true_Licht_an,34
481_speech_true_Staubsauger_an,34
482_speech_true_Fernseher_an,34
483_speech_true_Licht_aus,34
485_speech_true_Ofen_aus,34
486_speech_true_Alarm_aus,34
488_speech_true_Alarm_aus,25
489_speech_true_Fernseher_an,132
491_speech_false_Licht_an_Licht_aus,25
494_speech_true_Ofen_aus,25
496_speech_true_Staubsauger_an_Staubsauger_aus,25
498_speech_true_Heizung_aus_Lüftung_an,215
499_speech_false_Licht_an,215
502_speech_false_Licht_aus,215
503_speech_true_Alarm_aus_Licht_an,215
509_speech_true_Heizung_an,132
513_speech_false_Staubsauger_aus,132
515_speech_false_Alarm_aus_Radio_aus,6
516_speech_true_Staubsauger_an_Radio_an,6
518_speech_true_Heizung_aus,186
519_speech_true_Fernseher_an,186
520_speech_false_Lüftung_aus,186
521_speech_false_Licht_an,186
533_speech_true_Ofen_an_Radio_an,105
538_speech_false_Fernseher_an,132
539_speech_true_Heizung_an,132
543_speech_false_Fernseher_an,135
544_speech_false_Heizung_aus,135
550_speech_true_Heizung_an,132
554_speech_false_Radio_aus,132
560_speech_false_Lüftung_aus,132
564_speech_false_Radio_an,132
570_speech_true_Lüftung_an_Heizung_aus,26
571_speech_false_Fernseher_aus,26
573_speech_true_Alarm_aus,187
575_speech_true_Ofen_an,187
576_speech_true_Radio_an,132
577_speech_true_Staubsauger_aus,187
583_speech_false_Ofen_aus,111
592_speech_true_Fernseher_an,189
593_speech_false_Radio_aus,132
594_speech_false_Licht_an_Lüftung_an,166
595_speech_false_Fernseher_aus,166
599_speech_true_Ofen_an,166
600_speech_false_Heizung_an,166
601_speech_false_Lüftung_aus_Heizung_an,166
603_speech_false_Heizung_aus,132
606_speech_false_Lüftung_an,143
625_speech_false_Fernseher_an,228
627_speech_false_Lüftung_aus,132
634_speech_true_Heizung_aus,132
635_speech_true_Licht_an,175
636_speech_true_Licht_an_Lüftung_aus,175
638_speech_true_Heizung_an,175
644_speech_false_Licht_aus,132
650_speech_true_Staubsauger_an_Ofen_an,208
651_speech_false_Fernseher_an_Radio_aus,208
655_speech_false_Ofen_an,132
661_speech_true_Lüftung_aus,132
675_speech_false_Alarm_an_Lüftung_aus,192
676_speech_true_Heizung_aus,132
677_speech_true_Staubsauger_an,132
679_speech_true_Radio_aus,132
682_speech_true_Heizung_an,192
687_speech_true_Ofen_an,132
705_speech_false_Lüftung_aus,31
706_speech_true_Heizung_an,31
707_speech_false_Licht_aus,31
708_speech_false_Heizung_an,73
710_speech_false_Heizung_aus_Licht_aus,73
711_speech_true_Heizung_an_Licht_aus,73
713_speech_false_Ofen_an,132
717_speech_true_Lüftung_aus,73
723_speech_true_Ofen_aus,244
725_speech_false_Alarm_aus,132
727_speech_true_Licht_an,244
729_speech_false_Ofen_an,99
731_speech_false_Radio_aus,132
732_speech_true_Alarm_an,99
736_speech_false_Licht_aus,132
737_speech_true_Fernseher_an,99
739_speech_false_Radio_aus_Licht_aus,53
741_speech_false_Staubsauger_aus,132
743_speech_false_Ofen_an_Lüftung_an,53
746_speech_true_Radio_aus,53
747_speech_false_Licht_aus_Heizung_an,53
749_speech_true_Alarm_an,246
751_speech_false_Ofen_aus,246
753_speech_false_Radio_aus,132
754_speech_false_Licht_aus,127
755_speech_true_Alarm_an,127
756_speech_false_Radio_aus_Ofen_an,127
758_speech_true_Staubsauger_an,127
759_speech_true_Alarm_aus_Radio_an,82
762_speech_false_Heizung_an_Lüftung_aus,82
764_speech_true_Ofen_an,82
766_speech_true_Licht_an,82
767_speech_true_Licht_aus_Fernseher_aus_Alarm_an,82
773_speech_true_Lüftung_aus,132
780_speech_false_Fernseher_aus,132
781_speech_false_Lüftung_aus,132
783_speech_false_Heizung_aus,132
808_speech_false_Alarm_aus,132
812_speech_true_Fernseher_an,132
813_speech_true_Licht_aus,114
814_speech_true_Lüftung_an,132
815_speech_false_Licht_aus,230
817_speech_false_Fernseher_an_Heizung_aus,230
818_speech_true_Lüftung_an,230
819_speech_true_Licht_aus_Heizung_an,230
823_speech_false_Radio_aus,132
827_speech_true_Ofen_aus,253
829_speech_true_Staubsauger_an,253
832_speech_false_Licht_an,253
833_speech_true_Fernseher_aus,253
834_speech_true_Heizung_aus,253
836_speech_true_Ofen_aus,132
848_speech_true_Staubsauger_an,132
851_speech_true_Fernseher_an,132
852_speech_false_Heizung_an,132
854_speech_false_Lüftung_aus,132
864_speech_false_Lüftung_an,132
865_speech_false_Licht_aus_Radio_aus,130
869_speech_true_Staubsauger_an,130
870_speech_true_Heizung_an,132
873_speech_true_Lüftung_aus,132
874_speech_false_Fernseher_aus,130
875_speech_false_Ofen_aus,132
879_speech_false_Heizung_aus,136
881_speech_true_Radio_an_Fernseher_aus,136
882_speech_true_Licht_an,136
887_speech_false_Licht_an,132
888_speech_false_Lüftung_aus,132
889_speech_false_Ofen_an,132
907_speech_false_Lüftung_aus,59
908_speech_false_Lüftung_an,59
911_speech_false_Fernseher_an,59
912_speech_false_Licht_aus,59
929_speech_true_Lüftung_an,132
935_speech_true_Staubsauger_an,132
940_speech_true_Lüftung_aus,132
945_speech_false_Alarm_an,96
947_speech_false_Radio_aus_Ofen_aus,96
949_speech_true_Lüftung_aus,96
950_speech_false_Licht_an,132
952_speech_false_Ofen_aus_Staubsauger_aus,96
958_speech_false_Lüftung_an,132
962_speech_false_Staubsauger_aus,132
965_speech_true_Alarm_aus,146
967_speech_true_Licht_an_Radio_an,146
969_speech_false_Ofen_aus,146
970_speech_true_Fernseher_an,37
971_speech_true_Heizung_an,132
973_speech_true_Lüftung_an,37
974_speech_true_Alarm_aus,37
976_speech_true_Radio_aus,37
977_speech_true_Staubsauger_aus,37
980_speech_false_Ofen_aus,132
982_speech_false_Radio_an_Licht_an,64
983_speech_true_Staubsauger_aus_Heizung_aus,64
984_speech_true_Alarm_an,132
985_speech_false_Fernseher_aus,64
987_speech_false_Heizung_an_Licht_an,64
989_speech_true_Lüftung_an,64
990_speech_false_Alarm_an,7
992_speech_true_Radio_an,7
993_speech_false_Ofen_aus_Staubsauger_aus,7
996_speech_false_Heizung_an_Licht_aus,7
997_speech_false_Ofen_aus,7
998_speech_false_Radio_aus_Alarm_an,7
999_speech_false_Lüftung_an,132
1003_speech_false_Licht_aus,132
1008_speech_true_Ofen_an,132
1010_speech_true_Radio_an,198
1011_speech_true_Fernseher_an,198
1012_speech_true_Heizung_aus,132
1013_speech_true_Alarm_an,198
1014_speech_true_Licht_aus,132
1015_speech_false_Lüftung_aus,198
1016_speech_true_Ofen_an,132
1017_speech_false_Staubsauger_aus,198
1036_speech_false_Licht_aus,132
1039_speech_false_Heizung_an,132
1059_speech_false_Lüftung_aus,216
1060_speech_false_Alarm_aus_Licht_an,216
1062_speech_true_Ofen_aus_Alarm_an,216
1063_speech_true_Staubsauger_aus,216
1064_speech_true_Radio_an,216
1067_speech_true_Ofen_an,132
1071_speech_true_Ofen_aus_Radio_aus_Lüftung_an,227
1072_speech_false_Heizung_an,227
1075_speech_false_Fernseher_an,132
1077_speech_true_Staubsauger_aus_Alarm_aus,163
1080_speech_true_Lüftung_an,163
1081_speech_true_Licht_an,163
1084_speech_true_Radio_aus,132
1086_speech_false_Licht_aus_Alarm_an,207
1088_speech_true_Ofen_aus,132
1089_speech_false_Staubsauger_an,132
1091_speech_true_Heizung_an,132
1097_speech_false_Radio_aus_Licht_aus,200
1098_speech_true_Alarm_an_Staubsauger_an,200
1099_speech_true_Ofen_aus,132
1100_speech_false_Fernseher_an,132
1101_speech_false_Heizung_an,119
1102_speech_false_Licht_aus,119
1115_speech_true_Fernseher_an,222
1117_speech_false_Heizung_aus,222
1119_speech_false_Lüftung_aus,222
1120_speech_true_Ofen_an,222
1122_speech_false_Alarm_aus,222
1124_speech_false_Radio_aus_Staubsauger_aus,222
1128_speech_false_Lüftung_an,132
1129_speech_true_Fernseher_aus,14
1131_speech_true_Radio_aus_Lüftung_aus,14
1132_speech_false_Alarm_an,14
1133_speech_false_Staubsauger_an,14
1135_speech_true_Ofen_an_Alarm_aus,140
1137_speech_true_Alarm_an,140
1138_speech_false_Staubsauger_aus,140
1140_speech_false_Alarm_aus,132
1142_speech_false_Staubsauger_aus,132
1146_speech_true_Fernseher_an_Heizung_an,250
1148_speech_true_Ofen_aus_Radio_aus_Staubsauger_aus,250
1158_speech_false_Lüftung_an,132
1159_speech_true_Heizung_an,132
1161_speech_false_Alarm_an_Radio_aus,62
1162_speech_false_Ofen_aus_Staubsauger_an,62
1163_speech_true_Alarm_aus,62
1164_speech_true_Radio_an,62
1165_speech_false_Fernseher_an,69
1168_speech_true_Fernseher_aus_Licht_aus,69
1169_speech_true_Heizung_an,69
1172_speech_false_Radio_aus_Staubsauger_an,69
1173_speech_true_Alarm_an_Radio_aus,69
1174_speech_true_Staubsauger_an,69
1175_speech_false_Lüftung_an,5
1179_speech_true_Fernseher_aus,5
1185_speech_false_Alarm_aus_Licht_an,57
1186_speech_false_Radio_an,57
1187_speech_false_Staubsauger_aus,57
1188_speech_true_Ofen_an,132
1192_speech_true_Heizung_an,213
1194_speech_true_Licht_an,213
1195_speech_true_Fernseher_aus_Licht_aus,213
1196_speech_true_Ofen_an,213
1198_speech_true_Lüftung_an,132
1199_speech_true_Radio_aus_Ofen_aus,213
1203_speech_false_Staubsauger_an,132
1212_speech_true_Radio_aus,132
1213_speech_true_Ofen_aus,132
1217_speech_false_Ofen_aus,54
1218_speech_true_Staubsauger_aus,132
1219_speech_true_Radio_an,132
1223_speech_true_Lüftung_an,132
1232_speech_true_Radio_aus,132
1233_speech_false_Alarm_an_Fernseher_aus_Radio_aus_Lüftung_an_Heizung_aus,72
1237_speech_false_Alarm_aus_Radio_an_Fernseher_aus_Licht_an_Lüftung_aus_Staubsauger_an_Heizung_aus,72
1239_speech_true_Heizung_aus_Lüftung_an,72
1250_speech_true_Ofen_an,132
1251_speech_true_Alarm_aus,132
1253_speech_true_Staubsauger_aus,132
1255_speech_false_Licht_aus_Fernseher_an,10
1256_speech_true_Staubsauger_an_Licht_aus,10
1257_speech_true_Heizung_an,10
1258_speech_false_Radio_aus_Alarm_an,10
1260_speech_false_Lüftung_an_Ofen_aus,10
1262_speech_false_Staubsauger_aus,10
1265_speech_false_Staubsauger_an,132
1269_speech_true_Alarm_an,132
1273_speech_true_Licht_an,132
1275_speech_false_Heizung_an,110
1276_speech_false_Licht_aus,110
1277_speech_true_Lüftung_an,110
1278_speech_true_Fernseher_aus,132
1280_speech_false_Alarm_aus,110
1282_speech_false_Ofen_an,110
1283_speech_false_Radio_aus,132
1285_speech_true_Alarm_aus,132
1286_speech_false_Fernseher_an,90
1287_speech_true_Heizung_an,132
1288_speech_false_Licht_aus,132
1289_speech_false_Lüftung_aus,90
1292_speech_false_Ofen_an,132
1293_speech_true_Radio_an,90
1294_speech_false_Staubsauger_aus,90
1300_speech_false_Alarm_an,132
1305_speech_true_Ofen_an,132
1307_speech_true_Radio_an_Radio_aus,169
1310_speech_false_Ofen_an,211
1312_speech_false_Radio_aus_Licht_aus,211
1313_speech_true_Staubsauger_an_Alarm_an,211
1314_speech_true_Heizung_aus,132
1317_speech_false_Heizung_aus_Ofen_aus,211
1319_speech_true_Lüftung_aus,132
1323_speech_true_Heizung_an,16
1324_speech_false_Lüftung_aus_Fernseher_an,16
1328_speech_true_Licht_aus_Heizung_aus,16
1330_speech_false_Heizung_an,33
1332_speech_false_Licht_aus_Lüftung_aus,33
1333_speech_true_Fernseher_an_Alarm_an,33
1337_speech_true_Staubsauger_aus,33
1338_speech_false_Lüftung_an,33
1339_speech_true_Ofen_aus,132
1340_speech_false_Radio_an,132
1345_speech_false_Heizung_an,132
1351_speech_false_Alarm_aus,132
1356_speech_false_Alarm_an,123
1357_speech_false_Ofen_aus,123
1359_speech_true_Heizung_an_Fernseher_an_Radio_an,123
1363_speech_true_Licht_an_Fernseher_an,242
1364_speech_true_Fernseher_aus,242
1365_speech_false_Alarm_aus,38
1367_speech_true_Staubsauger_an_Ofen_an,38
1368_speech_false_Radio_aus_Staubsauger_aus,38
1369_speech_false_Radio_an,38
1373_speech_true_Lüftung_an,132
1374_speech_false_Heizung_aus,38
1379_speech_true_Heizung_aus,132
1380_speech_false_Staubsauger_an,132
1381_speech_false_Radio_aus,190
1382_speech_false_Ofen_aus,190
1383_speech_false_Alarm_an,132
1385_speech_false_Fernseher_an,190
1386_speech_false_Heizung_aus,132
1387_speech_false_Licht_an,190
1388_speech_false_Lüftung_aus,190
1390_speech_false_Ofen_an,18
1392_speech_false_Radio_aus_Fernseher_an,18
1394_speech_true_Heizung_aus,18
1397_speech_false_Fernseher_aus_Radio_an,18
1399_speech_true_Licht_an,132
1400_speech_true_Radio_an,144
1401_speech_false_Staubsauger_aus,132
1403_speech_true_Alarm_an,144
1404_speech_false_Ofen_aus,144
1406_speech_true_Fernseher_an,212
1407_speech_true_Heizung_an,212
1409_speech_true_Licht_an,132
1410_speech_false_Alarm_an,132
1411_speech_false_Staubsauger_aus,226
1412_speech_false_Radio_aus,226
1416_speech_false_Fernseher_aus,132
1418_speech_false_Licht_an,132
1429_speech_true_Licht_an,97
1430_speech_true_Lüftung_aus,132
1431_speech_true_Alarm_an,97
1432_speech_true_Radio_aus,132
1433_speech_true_Staubsauger_an,97
1434_speech_true_Ofen_aus,132
1435_speech_false_Licht_an,240
1438_speech_true_Fernseher_an_Licht_an,240
1439_speech_true_Radio_aus,240
1440_speech_true_Alarm_an,240
1441_speech_false_Ofen_an,240
1442_speech_false_Staubsauger_an,240
1443_speech_true_Alarm_aus_Licht_aus,240
1444_speech_true_Heizung_aus,240
1445_speech_false_Lüftung_aus,218
1446_speech_true_Heizung_an,132
1447_speech_true_Fernseher_aus,218
1449_speech_true_Licht_an,218
1452_speech_false_Radio_an,132
1454_speech_false_Staubsauger_an,132
1466_speech_false_Ofen_an,132
1467_speech_false_Ofen_aus_Radio_an,45
1468_speech_false_Alarm_an_Licht_aus_Heizung_aus,45
1469_speech_true_Staubsauger_an,132
1471_speech_false_Lüftung_aus,39
1472_speech_false_Staubsauger_aus_Staubsauger_an,39
1473_speech_false_Licht_aus_Licht_an_Licht_aus_Licht_an_Licht_aus,39
1475_speech_true_Radio_an,132
1477_speech_true_Alarm_an_Heizung_an,39
1478_speech_true_Ofen_an,39
1484_speech_true_Radio_an,132
1485_speech_false_Licht_aus_Radio_an,183
1486_speech_false_Lüftung_aus_Ofen_an,183
1488_speech_false_Fernseher_aus,183
1491_speech_true_Licht_an_Ofen_an_Licht_aus_Heizung_an,199
1492_speech_false_Lüftung_aus_Fernseher_an_Radio_aus_Staubsauger_aus,199
1493_speech_true_Staubsauger_an_Radio_aus_Alarm_an_Fernseher_aus,199
1494_speech_false_Alarm_aus_Radio_an_Lüftung_aus_Staubsauger_aus,199
1500_speech_true_Radio_aus,132
1503_speech_true_Heizung_aus_Alarm_aus,120
1504_speech_false_Staubsauger_an,120
1505_speech_true_Ofen_an,132
1507_speech_true_Radio_aus,132
1509_speech_true_Staubsauger_an_Alarm_an,219
1512_speech_false_Radio_an_Ofen_aus,219
1517_speech_false_Alarm_aus,58
1518_speech_true_Ofen_an,58
1519_speech_true_Staubsauger_aus,132
1520_speech_false_Lüftung_an_Ofen_aus,1
1521_speech_false_Licht_an_Staubsauger_an_Staubsauger_aus_Licht_aus,1
1523_speech_false_Fernseher_aus_Heizung_aus_Alarm_an_Licht_aus,1
1526_speech_false_Ofen_an,1
1527_speech_false_Alarm_aus_Licht_an,1
1543_speech_true_Licht_an,132
1544_speech_true_Lüftung_aus,132
1553_speech_false_Alarm_aus_Radio_aus,100
1554_speech_true_Heizung_aus_Licht_an_Lüftung_aus_Radio_an,100
1556_speech_false_Fernseher_aus,100
1557_speech_false_Staubsauger_an,132
1558_speech_false_Staubsauger_aus_Licht_an_Alarm_an,100
1559_speech_true_Licht_aus_Radio_aus_Alarm_an_Ofen_aus,100
1564_speech_true_Licht_aus,155
1565_speech_true_Alarm_an,132
1566_speech_false_Ofen_an,155
1568_speech_false_Staubsauger_aus,155
1569_speech_true_Alarm_an_Ofen_aus_Radio_aus,155
1571_speech_true_Heizung_aus,149
1572_speech_false_Licht_an,149
1573_speech_false_Lüftung_an,132
1575_speech_true_Ofen_aus,149
1576_speech_true_Alarm_an,149
1577_speech_false_Radio_an,149
1579_speech_false_Staubsauger_aus,149
1584_speech_true_Heizung_aus,132
1590_speech_false_Licht_aus_Alarm_an,164
1591_speech_true_Fernseher_an,164
1592_speech_false_Lüftung_an,164
1594_speech_true_Staubsauger_aus,164
1595_speech_true_Radio_an,164
1599_speech_true_Fernseher_aus,132
1601_speech_false_Licht_aus_Alarm_an,118
1602_speech_true_Staubsauger_an,118
1607_speech_false_Lüftung_an,118
1608_speech_false_Alarm_aus_Licht_an,118
1609_speech_false_Fernseher_aus,118
1615_speech_false_Ofen_aus,132
1627_speech_false_Licht_an_Lüftung_an,157
1628_speech_false_Licht_aus_Fernseher_an,157
1629_speech_true_Alarm_aus_Licht_aus,157
1630_speech_true_Heizung_an,157
1633_speech_false_Staubsauger_aus,157
1634_speech_false_Ofen_aus_Lüftung_aus,157
1635_speech_false_Radio_an,132
1645_speech_false_Heizung_an,42
1650_speech_true_Licht_aus,132
1651_speech_true_Fernseher_an_Licht_aus,223
1652_speech_true_Lüftung_an,223
1653_speech_false_Heizung_aus_Licht_an,223
1656_speech_false_Alarm_an_Ofen_aus,223
1657_speech_false_Radio_aus_Ofen_aus,223
1658_speech_false_Staubsauger_an,223
1659_speech_true_Radio_an,223
1660_speech_true_Fernseher_an,132
1668_speech_true_Ofen_aus,132
1670_speech_false_Ofen_aus,132
1672_speech_false_Alarm_aus_Radio_an,98
1673_speech_true_Ofen_aus_Staubsauger_an,98
1678_speech_false_Fernseher_an_Radio_aus,98
1679_speech_true_Fernseher_aus_Alarm_an,98
1680_speech_false_Alarm_aus,210
1682_speech_false_Fernseher_aus_Licht_aus,210
1683_speech_true_Heizung_an_Lüftung_aus,210
1685_speech_false_Radio_an,132
1687_speech_false_Radio_aus_Licht_an,210
1688_speech_true_Staubsauger_an_Alarm_an,210
1689_speech_true_Ofen_aus,132
1692_speech_true_Alarm_aus,132
1693_speech_true_Heizung_an,161
1694_speech_false_Fernseher_aus,161
1696_speech_false_Lüftung_aus,161
1697_speech_false_Heizung_an,161
1698_speech_false_Alarm_an_Radio_aus,161
1699_speech_false_Staubsauger_aus_Ofen_an,161
1700_speech_true_Ofen_aus,234
1701_speech_true_Staubsauger_an,132
1707_speech_false_Licht_aus,132
1708_speech_true_Staubsauger_an,83
1711_speech_true_Heizung_an,83
1712_speech_false_Lüftung_an,83
1714_speech_true_Alarm_aus,132
1716_speech_true_Fernseher_an,248
1717_speech_true_Heizung_an,248
1719_speech_false_Fernseher_an_Licht_aus,248
1720_speech_false_Heizung_an_Lüftung_aus,248
1721_speech_true_Staubsauger_an,248
1723_speech_false_Ofen_an_Alarm_an_Radio_aus,248
1725_speech_true_Fernseher_aus,185
1726_speech_true_Heizung_aus,185
1728_speech_false_Lüftung_an,185
1731_speech_true_Alarm_an,132
1733_speech_true_Radio_aus,185
1734_speech_true_Staubsauger_aus,132
1735_speech_true_Alarm_aus_Ofen_aus,12
1736_speech_false_Staubsauger_aus,12
1737_speech_false_Radio_an,132
1740_speech_true_Heizung_an,12
1742_speech_false_Licht_aus,12
1743_speech_false_Fernseher_an,12
1750_speech_false_Ofen_an,30
1752_speech_true_Fernseher_aus_Alarm_aus,30
1753_speech_true_Radio_aus,132
1754_speech_false_Licht_an_Heizung_an,30
1756_speech_false_Staubsauger_aus_Radio_an,30
1759_speech_true_Ofen_an_Lüftung_an,30
1761_speech_true_Ofen_an,132
1762_speech_true_Licht_an_Alarm_aus,255
1763_speech_false_Radio_an,255
1765_speech_true_Lüftung_an,255
1767_speech_true_Heizung_aus_Fernseher_an,255
1768_speech_true_Fernseher_aus,132
1770_speech_false_Licht_an_Licht_aus,46
1771_speech_true_Fernseher_an_Heizung_an,46
1773_speech_true_Lüftung_aus_Heizung_aus,46
1776_speech_true_Staubsauger_an,132
1778_speech_true_Alarm_an,132
1780_speech_true_Heizung_aus,43
1781_speech_true_Lüftung_an,132
1783_speech_true_Ofen_aus,43
1784_speech_true_Alarm_aus_Licht_an,43
1785_speech_true_Fernseher_an,8
1786_speech_true_Licht_an_Heizung_aus,8
1788_speech_false_Lüftung_aus_Licht_an,8
